itemID,Tongan Word,Dictionary Page,Number of Letters,Number of Phonemes,Number of Moras,Part of Speech,Meaning in English,Number of Participants,Reaction Time,Accuracy
3797,‘ia or ia,179,3,3,2,preposition," (prep) at, on, in, then, etc.",24,575,1.00
3798,‘i ai or i ai,179,4,4,3,adverb, (adv) is there,32,593,0.91
3799,‘iate or iate,179,5,5,3,preposition," (prep) at, on, in, them, etc.",24,512,0.96
3800,ʻikai,179,5,5,3,expression," (exp) no, not, to be not, not to be,",24,616,0.96
3801,‘ikale,179,6,6,3,noun, (n) eagle,26,624,0.92
3802,‘ikueta,179,7,7,4,noun, (n) equator,24,525,1.00
3803,ʻila,179,4,4,2,noun/verb," (n/v) (having a) freckle, mole, speck, stain, spot or patch of dirt or discoloration",29,480,0.97
3804,ʻi lalo ʻi,179,8,8,4,preposition, (prep) under,24,603,0.79
3805,ʻilamutu,179,8,8,4,noun, (n) niece or nephew,32,490,0.97
3806,ʻileʻila,179,8,8,4,adjective/adverb/verb," (adj/n/v) (having) several or many freckles; speckled, spotted, or piebald",24,694,0.83
3807,ʻilo,179,4,4,2,adjective, (adj) well-informed,24,525,0.96
3808,‘iloange,179,8,7,4,interjection," (interj) lo and behold, etc., (indicating suddenness and surprise)",26,536,1.00
3809,‘ilo kava,179,8,8,4,verb, (v) to drink kava,24,554,1.00
3810,‘ilolahia,179,9,9,5,verb, (v) to be well known or generally known,29,455,1.00
3811,‘ilonga,179,7,6,3,noun," (n) mark, impression",24,499,1.00
3812,ʻilongofua,180,10,9,5,adjective/verb," (adj/v) easy to see, find or perceive; easy to know or understand",24,500,1.00
3813,ʻiloʻilo,180,8,8,4,verb," (v) to know to some extent, or to have an idea (or suspicion) that something may be so",24,517,1.00
3814,ʻimisi,180,6,6,3,noun," (n) image, likeness",26,579,1.00
3815,ʻinafo,180,6,6,3,noun, (n) shoal of bonito,24,638,1.00
3816,ʻinasi,180,6,6,3,noun," (n) share, allotted portion, quota",29,541,0.93
3817,ʻinisēkite,180,10,11,6,noun, (n) insect,24,602,0.92
3818,ʻinisēnisi,180,10,11,6,noun, (n) incense,32,630,0.81
3819,ʻinisi,180,6,6,3,noun, (n) inch(es),24,538,0.96
3820,ʻinisipēkita,180,12,13,7,noun, (n) inspector,24,600,0.92
3821,ʻInitia,180,7,7,4,noun, (n) India,26,685,0.77
3822,ʻinivoisi,180,9,9,5,noun, (n) invoice,24,599,0.96
3823,ʻIngilani,180,9,8,4,noun, (n) England,29,487,1.00
3824,ʻio,180,3,3,2,interjection, (interj) yes,24,652,0.79
3825,ʻioho,180,5,5,3,verb," (v) to shout out loudly, to yell,",32,546,0.94
3826,ʻiote,180,5,5,3,noun, (n) yacht,24,526,0.83
3827,ʻioʻio,180,6,6,4,verb, (v) to keep on saying yes,24,594,0.92
3828,ʻisa,180,4,4,2,interjection," (interj) indicating that what one has just said was wrong and is now to be corrected; indicating interest, wonder, or appreciation",26,481,1.00
3829,ʻiseʻisa,180,8,8,4,interjection, (interj) alas (introducing a regretful wish),24,606,1.00
3830,ʻIsipite,180,8,8,4,noun, (n) Egypt,29,517,1.00
3831,ʻisite,180,6,6,3,adjective/noun, (adj/n) east,24,511,0.96
3832,ʻita,180,4,4,2,noun, (n) anger,32,558,1.00
3833,ʻi tahi,180,6,6,3,preposition," (prep) on the beach (near the sea), or in or on the sea (swimming or fishing)",23,574,0.96
3834,ʻItali,180,6,6,3,noun, (n) Italy,23,562,0.91
3835,ʻitāniti,180,8,9,5,noun, (n) eternity,26,531,1.00
3836,ʻitangataʻa,180,11,10,5,adjective/verb," (adj/v) not easily becoming angry, difficult to make angry",24,586,1.00
3837,ʻitangi,180,7,6,3,verb," (v) to scold, to speak to angrily",29,671,0.86
3838,ʻitangofua,180,10,9,5,adjective/verb," (adj/v) easily becoming angry, irascible, thin-skinned",24,703,1.00
3839,ʻIteni,180,6,6,3,noun, (n) Eden,32,535,0.97
3840,ʻiteʻita,180,8,8,4,adjective/verb," (adj/v) often angry, easily made angry, irritable, or surly",24,540,0.96
3841,ʻiunioni,180,8,8,5,noun, (n) trade union,24,573,0.96
3842,ʻiuniti,180,7,7,4,noun, (n) unit (of light or power),26,556,0.88
3843,ʻi ʻolunga ʻi,180,11,10,5,preposition," (prep) on, upon, on top of",23,594,0.74
3844,ʻi lalo ʻi,180,8,8,4,preposition, (prep) under,29,541,0.97
3845,ʻo or o,180,2,2,1,preposition, (prep) of,24,583,0.92
3846,ʻoa,180,3,3,2,noun, (n) closely woven basket used by Tongan women for holding valuables,32,447,1.00
3847,ʻoange,180,6,5,3,verb," (v) to take, give, send, or lend, (to him or them, etc.)",24,573,1.00
3848,ʻoatu,180,5,5,3,verb," (v) to take, send, give, or lend, (to you, etc.)",24,524,0.96
3849,ʻo aʻu ki,180,7,7,4,conjunction," (conj) as far as, or until; and even",25,475,1.00
3850,ʻofa,180,4,4,2,noun," (n) love, fondness, or kindness",24,544,0.96
3851,ʻofa mai,180,7,7,4,verb, (v) to love or be kind to me or to us; or often used to mean:  it is to be hoped,29,574,0.97
3852,ʻofaʻanga,180,9,8,4,noun," (n) object of affection, darling, sweetheart",24,568,0.96
3853,ʻofaʻi,180,6,6,3,verb," (v) to love, be fond of, be kind to",32,492,0.97
3854,‘ofefine,180,8,8,4,noun, (n) man’s or couple’s daughter,24,543,0.96
3855,‘ofeina,181,7,7,4,adjective," (adj) loved, beloved",24,524,1.00
3856,‘ofisa,181,6,6,3,noun, (n) officer,26,506,0.96
3857,‘ōfisi,181,6,7,4,noun, (n) office,24,637,1.00
3858,‘ofū,181,4,5,3,adjective/verb, (adj/v) overbaked,29,568,0.93
3859,‘ohake,181,6,6,3,verb," (v) to take or send up or along, to pass or hand up or along; to uplift",24,590,0.96
3860,‘ohifo,181,6,6,3,verb," (v) to take or send down, to pass or hand down",32,567,0.94
3861,‘oho,181,4,4,2,verb," (v) to dash, rush; to act rashly or precipitately, to do something rashly or in a fit of temper; (of pain) to shoot, to dart; (of the stomach) to have spasms or shooting pains",24,502,1.00
3862,‘ohofi,181,6,6,3,verb," (v) to rush at, rush for; to attack, make an onslaught on, raid, or invade",24,661,0.88
3863,‘ohofua,181,7,7,4,verb, (v) to rush with outstretched arms,26,566,1.00
3864,‘ohomate,181,8,8,4,verb, (v) to make a mad rush for something,24,473,1.00
3865,‘ohomohe,181,8,8,4,noun/verb, (n/v) (to have) supper,29,594,0.97
3866,‘ohonoa,181,7,7,4,verb," (v) to rush in where one is not wanted, to intrude, to interfere: (v) to start with fear or surprise or sudden grief; to get a shock, be startled or astonished",24,687,0.83
3867,‘oho‘oho,181,8,8,4,verb," (v) to be partly filled, to have something in it, to be neither full nor empty",32,537,0.97
3868,‘ohua,181,5,5,3,adjective/verb, (adj/v) burnt (of food),24,525,1.00
3869,‘oi,181,3,3,2,interjection," (interj) O, oh",24,589,0.92
3870,‘oiau,181,5,5,4,interjection, (interj) expressing surprise,26,596,0.92
3871,‘oiauē,181,6,7,6,interjection," (interj) expressing surprise, astonishment, pity, regret, disappointment, or annoyance",24,578,1.00
3872,‘ōkani,181,6,7,4,noun, (n) organ (musical instrument),29,661,0.86
3873,ʻo kapau,181,7,7,4,conjunction, (conj) if,24,615,1.00
3874,‘okativi,181,8,8,4,noun, (n) octave,32,473,1.00
3875,‘Okatopa,181,8,8,4,noun, (n) October,24,520,0.92
3876,‘oke,181,4,4,2,noun, (n) oak,24,595,0.96
3877,ʻoku,181,4,4,2,tense marker, sign of the present tense (placed before the verb),26,568,1.00
3878,‘ola,181,4,4,2,verb, (v) to gnaw (as a rat does); to gnaw or scrape off with the teeth (as in eating corn from the cob),24,543,0.96
3879,‘olita,181,6,6,3,noun, (n) altar,29,559,1.00
3880,‘olive,181,6,6,3,noun, (n) olive,24,505,1.00
3881,‘olokaholo,181,10,10,5,noun, (n) alcohol,32,638,1.00
3882,‘ōloto,181,6,7,4,adjective/noun, (adj/n) alto,23,528,0.96
3883,‘olo‘oloni,181,10,10,5,verb," (v) to keep on putting more food into one’s mouth before the last mouthful is finished, to stuff",24,565,0.96
3884,‘olunga,181,7,6,3,adjective," (adj) upper, higher",26,551,1.00
3885,‘omai or ‘omi,181,5,5,3,verb," (v) to bring, to give or send or lend (to me or us)",24,538,0.96
3886,‘omaua,181,6,6,4,pronoun," (pron) our, ours (dual)",29,611,0.93
3887,‘omautolu,181,9,9,5,pronoun," (pron) our, ours (plural)",24,626,1.00
3888,‘ōmeka,181,6,7,4,noun, (n) omega,32,632,0.88
3889,‘omoua,181,6,6,4,pronoun," (pron) your, yours (dual)",24,487,1.00
3890,‘omoutolu,181,9,9,5,pronoun," (pron) your, yours (plural)",24,494,1.00
3891,‘onaua,181,6,6,4,pronoun," (pron) their, theirs (dual)",26,624,1.00
3892,‘onautolu,181,9,9,5,pronoun," (pron) their, theirs (plural)",24,510,1.00
3893,‘one,181,4,4,2,noun, (n) gunpowder; fireworks,29,586,1.00
3894,‘one fana-ika or ‘one fana-maka,181,11,11,6,noun, (n) dynamite,24,681,0.92
3895,ʻoneʻone,181,8,8,4,noun, (n) sand,31,552,0.97
3896,ʻoneʻonea,181,9,9,5,adjective/verb," (adj/v) sandy, covered with sand, all over sand",24,494,0.96
3897,ʻo pehē ai pē,181,10,12,8,expression," (exp) and so on, or and so forth",26,525,1.00
3898,ʻoposi,181,6,6,3,verb, (v) to fix a layer of something to,24,549,1.00
3899,ʻoseni,181,6,6,3,noun, (n) ocean,29,562,1.00
3900,ʻosi,181,4,4,2,verb," (v) to be finished; to be finished up, spent, all used up, or all sold; to be completed, ended, past, over",24,646,0.96
3901,ʻosikena,182,8,8,4,noun, (n) oxygen,32,581,0.91
3902,ʻosiki,182,6,6,3,verb," (v) to get through the whole of, to do (or use, eat, or learn) the whole of or all of",24,611,0.96
3903,ʻosingataʻa,182,11,10,5,adjective/verb, (adj/v) not easily finished or used up,24,565,0.96
3904,ʻosingofua,182,10,9,5,adjective/verb, (adj/v) easily finished or used up,26,485,1.00
3905,ʻosiʻosi-ivi,182,11,11,6,verb," (v) to spend or devote all one’s ability, to do one’s utmost",24,524,1.00
3906,ʻosiʻosingamālie,182,16,16,9,verb," (v) to be quite finished (of work, etc.); to be finished up (so that nothing is left)",29,576,1.00
3907,ʻosiʻosingataʻa,182,15,14,7,adjective/verb," (adj/v) not easily burnt up, burning away slowly (not quickly)",24,589,1.00
3908,ʻosiʻosingofua,182,14,13,7,adjective/verb, (adj/v) easily or quickly burnt up,32,540,1.00
3909,ʻota,182,4,4,2,verb, (v) to order (goods),24,501,1.00
3910,ʻotai,182,5,5,3,noun," (n) fruit salad, or a kind of mixed fruit drink",24,496,0.96
3911,ʻotaua,182,6,6,4,pronoun," (pron) our, ours (dual)",26,508,1.00
3912,ʻotautolu,182,9,9,5,pronoun," (pron) our, ours (plural)",24,680,1.00
3913,ʻotoʻota,182,8,8,4,noun," (n) rubbish, refuse, what is rejected or thrown away as worthless",29,583,0.97
3914,ʻotu,182,4,4,2,noun," (n) row, line, series, chain or long group",24,699,0.96
3915,ʻotua,182,5,5,3,noun," (n) object of worship, deity, god",31,525,0.90
3916,ʻOtua,182,5,5,3,noun, (n) God,24,551,1.00
3917,ʻotuaʻaki,182,9,9,5,verb," (v) to regard or treat as a god, to deify; also to adore, idolize, love extravagantly",24,531,1.00
3918,‘otuhaka,182,8,8,4,noun/verb, (n/v) (to perform a) type of action song in which the performers sit in a single row,26,612,0.96
3919,‘o u,182,3,3,2,conjunction/pronoun, (conj/pron) and I,24,623,1.00
3920,‘oua,182,4,4,3,adverb," (adv) don't, not to, not",29,504,1.00
3921,ʻoua ke,182,6,6,4,conjunction," (conj) till, until",24,725,0.92
3922,ʻOua leva,182,8,8,5,expression, (exp) Not yet,32,477,1.00
3923,ʻOua leva ange,182,12,12,7,expression, (exp) Let me see (wait a moment while I think it over),24,631,1.00
3924,ʻOua muʻa,182,8,8,5,expression, (exp) Please don't,24,507,0.96
3925,ʻovani,182,6,6,3,noun," (n) oven (manufactured, not the native under-ground oven)",26,491,0.96
3926,ʻovataimi,182,9,9,5,noun, (n) overtime; payment for overtime,24,567,0.92
3927,ʻo ʻaho,182,6,6,3,conjunction/adverb, (conj/adv) all night long until day break,29,496,0.93
3928,ʻo ʻaho tolu,182,10,10,5,adverb, (adv) for three days,23,510,0.96
3929,ʻōʻōfaki,182,8,10,6,verb, (v) (of a hen) to cover and protect with her wings,32,472,0.94
3930,‘oʻoku,182,6,6,3,pronoun, (pron) my mine,24,530,1.00
3931,ʻoʻona,182,6,6,3,pronoun," (pron) his, her or hers, its",24,605,0.92
3932,ʻoʻota,182,6,6,3,pronoun," (pron) my, mine",26,512,1.00
3933,ʻoʻou,182,5,5,3,pronoun," (pron) your (thy), yours (thine)",24,697,0.88
3934,ʻū,182,2,3,2,noun," (n) bundle of things bound or tied together, as a faggot or a sheaf",28,466,1.00
3935,ʻuakai,182,6,6,4,adjective," (adj) habitually craving for food, greedy (for food), voracious",24,604,1.00
3936,ʻuanga,182,6,5,3,noun, (n) maggot,32,585,0.72
3937,ʻufi,182,4,4,2,noun, (n) yam,24,549,1.00
3938,ʻufilei,182,7,7,4,noun," (n) kind of yam, but more like potato or sweet potato than ordinary yams",24,568,0.88
3939,ʻufiʻufi,182,8,8,4,noun," (n) cover, covering",26,454,1.00
3940,ʻuha,182,4,4,2,verb," (v) to rain; to come down like rain, to rain down; to have rain",24,567,1.00
3941,ʻuheina,183,7,7,4,verb," (v) to be rained on, or to be caught in the rain",29,591,0.97
3942,ʻuhiki,183,6,6,3,noun," (n) young one(s), offspring (one or more) of bird or animal",24,738,0.96
3943,ʻuhila,183,6,6,3,adjective, (adj) electric,32,632,1.00
3944,ʻuhinga,183,7,6,3,verb," (v) to have meaning or reason; to mean, to denote",23,656,1.00
3945,ʻuhinga kehekehe,183,15,14,7,verb, (v) to have different meanings or reasons or contentions (views),24,493,0.96
3946,ʻuhingangataʻa,183,14,12,6,adjective/verb," (adj/v) difficult to understand or explain, more or less incomprehensible",26,487,1.00
3947,ʻuningangofua,183,13,11,6,adjective/verb, (adj/v) easy to understand or explain or to see the meaning of (or reason for),24,498,1.00
3948,ʻuhinga taha or ʻuhinga tatau,183,11,10,5,verb," (v) to have the same meaning or reason, or the same contention (view or views), etc.",29,584,0.97
3949,ʻuhoʻuha,183,8,8,4,verb," (v) to rain off and on, to be wet, rainy",23,669,0.96
3950,ʻukulele,183,8,8,4,noun, (n) ukulele (musical instrument),32,509,1.00
3951,ʻūkuma,183,6,7,4,verb," (v) to be patient, long suffering",24,495,1.00
3952,ʻuli,183,4,4,2,adjective/verb, (adj/v) dirty; black (see also ʻuliʻuli),23,468,0.96
3953,‘ulifōfō,183,8,10,6,adjective/verb," (adj/v) filthy, extremely dirty, disgustingly dirty (physically or morally)",26,499,1.00
3954,‘ulingata‘a,183,11,10,5,adjective/verb, (adj/v) not easily becoming dirty,24,478,1.00
3955,‘ulingofua,183,10,9,5,adjective/verb, (adj/v) easily getting dirty,29,540,1.00
3956,‘uli‘i,183,6,6,3,verb," (v) to make dirty, to dirty, to soil",24,600,0.96
3957,ʻuliʻuli,183,8,8,4,adjective/verb, (adj/v) black,32,505,1.00
3958,ʻulu,183,4,4,2,noun, (n) head; upper end,24,520,0.96
3959,ʻuluaki,183,7,7,4,adjective/adverb, (adj/adv) first,23,468,0.96
3960,‘ulu-fua,183,7,7,4,adjective/verb, (adj/v) having an abnormally large head,26,597,0.92
3961,‘ulu-fuolōloa,183,12,13,8,adjective/verb," (adj/v) long-headed, having a long-shaped head",24,475,1.00
3962,‘ulu-hāfuni,183,10,11,6,adjective/verb, (adj/v) wearing one’s hair in the Fijian style,29,532,0.97
3963,‘ulu-hika,183,8,8,4,adjective/verb, (adj/v) straight-haired,24,597,1.00
3964,‘ulu-hinā,183,8,9,5,adjective/verb, (adj/v) grey-haired or white-haired,32,584,1.00
3965,‘ulu-kelokelo,183,12,12,6,adjective/verb, (adj/v) brown-haired,24,619,0.92
3966,‘ulu-lahi,183,8,8,4,adjective/verb, (adj/v) very brainy (clever),23,502,1.00
3967,‘ulu loi,183,7,7,4,noun," (n) false hair, wig",26,523,0.96
3968,‘ulu-loloa,183,9,9,5,adjective/verb, (adj/v) long-haired,24,539,0.96
3969,‘ulu-mātolu,183,10,11,6,adjective/verb," (adj/v) thick-haired, having a thick head of hair",29,532,0.93
3970,‘ulu-mingimingi,183,14,12,6,adjective/verb, (adj/v) curly-headed,24,522,1.00
3971,‘ulumotu‘a,183,10,10,5,noun," (n) head of a family or tribe, etc., or its original ancestor",32,492,0.97
3972,‘ulu-nonou,183,9,9,5,adjective/verb, (adj/v) short-haired,24,625,1.00
3973,ʻulungāanga,183,11,11,6,noun, (n) characteristic habit or quality,24,587,1.00
3974,‘ulungia,183,8,7,4,verb," (v) to lose, be beaten (in any game in which there are numerical scores)",24,546,1.00
3975,‘ulu-pala,183,8,8,4,adjective/verb, (adj/v) having sores on the head,24,535,1.00
3976,‘ulu-pisia,183,9,9,5,adjective/verb, (adj/v) having hair (on ones head) which naturally sticks up straight,29,524,1.00
3977,‘ulupoko,183,8,8,4,noun, (n) skull,23,583,1.00
3978,‘ulu-pupula,183,10,10,5,adjective/verb," (adj/v) swelled-headed, conceited",32,562,1.00
3979,‘ulutefua,183,9,9,5,noun/verb, (n/v) (to be an) only child or the only one still living,24,546,1.00
3980,‘ulu-toki,183,8,8,4,adjective/verb, (adj/v) having a head narrow at the back (‘axe-headed’),24,514,1.00
3981,‘ulu-tula,183,8,8,4,adjective/verb, (adj/v) bald-headed,26,538,1.00
3982,ʻuluʻi ngāue,183,11,11,7,noun, (n) headquarters,24,591,1.00
3983,ʻuluʻitohi,183,10,10,5,noun," (n) heading, title",29,592,1.00
3984,ʻuluʻi ʻufi,184,10,10,5,noun, (n) yam-top (stalk-end of yam tuber),24,568,0.96
3985,‘ulu‘ulu,184,8,8,4,noun," (n) low-lying rocks adjoining the shore, or inner reef",32,462,1.00
3986,‘ulu‘ulu-nima,184,12,12,6,noun, (n) fingers (collectively),24,541,1.00
3987,‘ulu‘ulu-va‘e,184,12,12,6,noun, (n) toes (collectively),24,522,0.96
3988,‘uma,184,4,4,2,verb, (v) to kiss,26,532,1.00
3989,‘umaki,184,6,6,3,verb, (v) to eat and drink at the same time,24,522,1.00
3990,‘ūmata,184,6,7,4,noun, (n) rainbow,29,534,0.90
3991,‘uma‘i,184,6,6,3,verb, (v) to kiss,24,588,0.96
3992,‘umea,184,5,5,3,noun, (n) clay,32,531,0.75
3993,‘ume‘umea,184,9,9,5,adjective/verb, (adj/v) rusty,24,573,1.00
3994,‘umisi,184,6,6,3,verb, (v) to have a craving for food (esp. sea food),24,617,1.00
3995,‘umosi,184,6,6,3,noun," (n) plug, stopper, cork",26,588,1.00
3996,‘umu,184,4,4,2,noun, (n) native oven or fire-hole; food cooked in a native oven; fire in a native oven,24,624,1.00
3997,‘unaloto,184,8,8,4,verb, (v) to cherish an affectionate desire or longing,29,497,0.97
3998,‘univēsi,184,8,9,5,noun, (n) universe,24,685,0.96
3999,‘univēsiti,184,10,11,6,noun, (n) university,32,535,0.84
4000,‘uno,184,4,4,2,noun," (n) scales (of fish), shell (of turtle)",24,460,1.00
4001,‘unoho,184,6,6,3,noun," (n) spouse, husband, wife (an old word seldom used)",24,601,1.00
4002,ʻunu or ʻunuʻunu,184,4,4,2,verb, (v) to move over or along; to approach or draw near,26,536,0.92
4003,ʻunuaki,184,7,7,4,verb," (v) to move a little way along, to push along slightly",24,534,1.00
4004,ʻunufe,184,6,6,3,noun, (n) caterpillar,29,528,1.00
4005,ʻunga,184,5,4,2,noun, (n) large hermit-crab,24,530,1.00
4006,ʻungaʻone,184,9,8,4,noun, (n) tail of a lobster,32,469,1.00
4007,ʻuo,184,3,3,2,noun, (n) lobster,24,609,1.00
4008,ʻusi,184,4,4,2,noun, (n) buttocks; anus,24,565,0.92
4009,ʻuta,184,4,4,2,noun, (n) land (not sea); interior or inland (not coast),26,606,0.92
4010,ʻūtaki,184,6,7,4,verb, (v) to hold or carry between the teeth,24,534,0.96
4011,ʻuto,184,4,4,2,noun, (n) brain,29,489,1.00
4012,ʻutu,184,4,4,2,verb," (v) to get or draw (water or other liquid); to pour liquid into (bottle, jug)",24,559,0.96
4013,‘uuni,184,5,5,3,verb," (v) to bundle together, bundle in",32,445,1.00
